,company,mkt_cap,pb_ratio,beta,profit_m,roa,roe
3243,002599.SZ,2.40B,1.43,0.61,5.40%,3.12%,6.56%
3244,603055.SS,4.48B,1.69,0.51,6.10%,2.77%,6.01%
3245,603259.SS,148.90B,8.63,N/A,13.33%,5.46%,9.81%
3246,002332.SZ,12.74B,4.51,0.33,11.60%,5.68%,14.61%
3247,000034.SZ,16.43B,3.76,0.17,0.82%,3.07%,16.26%
3248,002470.SZ,9.53B,0.87,0.58,-0.10%,0.09%,0.06%
3249,603788.SS,3.55B,1.93,0.84,19.26%,4.27%,8.88%
3250,300062.SZ,1.81B,2.26,0.50,-1.75%,-0.33%,-1.76%
3251,000529.SZ,4.03B,2.52,0.48,8.51%,7.69%,17.24%
3252,300193.SZ,3.66B,1.56,0.76,22.85%,2.93%,9.24%
3253,603181.SS,3.93B,2.58,1.19,14.15%,7.49%,16.51%
3254,600397.SS,2.15B,2.82,N/A,-1.41%,1.46%,-10.82%
3255,603767.SS,2.17B,1.53,0.07,7.22%,1.80%,4.37%
3256,600510.SS,8.06B,0.98,0.85,10.62%,3.97%,16.44%
3257,002009.SZ,2.77B,1.37,0.98,0.96%,0.46%,0.42%
3258,300301.SZ,2.32B,1.39,0.64,-31.32%,-3.45%,-34.02%
3259,603906.SS,2.71B,2.05,N/A,7.31%,5.24%,10.06%
3260,000893.SZ,5.35B,1.47,-0.11,7.54%,1.12%,1.24%
3261,300691.SZ,3.50B,3.97,0.26,4.45%,1.53%,5.64%
3262,000717.SZ,9.29B,1.16,0.28,6.22%,7.17%,23.93%
3263,603917.SS,1.48B,1.56,N/A,13.33%,4.04%,8.21%
3264,603658.SS,50.16B,21.61,-0.09,27.83%,13.57%,28.40%
3265,600436.SS,74.99B,11.94,0.92,24.16%,12.20%,21.94%
3266,600352.SS,38.75B,1.64,1.09,23.74%,6.37%,20.35%
3267,002668.SZ,4.85B,1.83,-0.19,-0.45%,2.30%,-0.09%
3268,002158.SZ,6.27B,3.21,1.23,13.75%,5.53%,12.55%
3269,300586.SZ,4.29B,6.24,0.42,4.60%,3.81%,9.37%
3270,002376.SZ,7.24B,2.21,0.68,11.54%,2.11%,9.04%
3271,600608.SS,1.35B,23.59,0.55,0.37%,1.84%,6.78%
3272,300625.SZ,4.17B,1.94,0.21,10.52%,4.77%,11.33%
3273,000056.SZ,3.49B,0.72,0.67,0.73%,1.88%,0.35%
3274,600696.SS,4.11B,16.15,0.15,10.74%,1.70%,3.82%
3275,000065.SZ,5.56B,1.20,0.50,6.50%,4.00%,14.53%
3276,002920.SZ,16.78B,4.19,1.47,5.55%,2.24%,7.33%
3277,603861.SS,3.72B,1.59,N/A,2.04%,0.80%,1.63%
3278,002731.SZ,1.77B,1.46,0.48,1.95%,4.56%,3.29%
3279,002384.SZ,33.14B,3.64,0.77,2.94%,2.49%,8.15%
3280,600020.SS,8.47B,0.75,N/A,22.86%,4.11%,12.54%
3281,603869.SS,5.09B,1.31,0.64,2.35%,1.13%,1.89%
3282,603203.SS,4.01B,4.31,0.80,39.45%,8.43%,18.14%
3283,002093.SZ,9.69B,2.93,0.60,18.02%,0.66%,2.59%
3284,600861.SS,3.20B,1.37,0.66,-3.73%,-0.66%,-2.66%
3285,600059.SS,5.88B,1.43,0.69,12.42%,2.44%,4.41%
3286,600217.SS,7.22B,4.18,0.98,11.83%,7.01%,21.08%
3287,300460.SZ,2.41B,3.66,1.24,-41.60%,-3.02%,-22.11%
3288,002242.SZ,21.61B,6.12,0.59,8.73%,7.46%,19.90%
3289,603726.SS,3.77B,4.22,N/A,6.30%,4.98%,9.90%
3290,000673.SZ,2.22B,4.16,0.81,-144.48%,-4.60%,-221.61%
3291,002880.SZ,7.66B,5.29,-0.25,20.86%,7.70%,12.41%
3292,002434.SZ,10.84B,1.77,0.72,8.22%,2.57%,6.98%
3293,600795.SS,39.89B,0.71,0.53,-0.25%,2.15%,2.30%
3294,603937.SS,2.22B,1.59,N/A,8.64%,5.36%,8.45%
3295,002465.SZ,26.03B,2.71,0.53,11.21%,2.39%,5.88%
3296,002411.SZ,11.84B,1.19,1.09,2.47%,0.89%,2.19%
3297,300699.SZ,25.69B,7.92,0.16,30.25%,8.52%,16.59%
3298,600803.SS,10.63B,1.14,0.99,8.47%,2.32%,7.90%
3299,002466.SZ,27.18B,2.67,0.89,-147.47%,2.67%,-61.47%
3300,000078.SZ,12.65B,1.98,0.83,0.48%,3.18%,6.18%
3301,300015.SZ,121.50B,18.85,0.58,12.35%,10.62%,17.66%
3302,603506.SS,2.44B,3.52,N/A,9.12%,6.56%,17.13%
3303,600933.SS,8.10B,2.06,1.15,17.03%,5.57%,11.14%
3304,300471.SZ,3.63B,3.01,0.50,-0.12%,-0.07%,-0.44%
3305,002824.SZ,2.94B,3.83,N/A,0.78%,N/A,1.71%
3306,603298.SS,7.21B,1.74,0.47,7.51%,5.78%,15.72%
3307,300172.SZ,2.48B,1.74,0.82,16.20%,3.39%,10.14%
3308,603110.SS,2.01B,3.15,0.55,12.84%,4.12%,7.82%
3309,600039.SS,14.27B,0.97,N/A,3.23%,2.68%,10.37%
3310,300477.SZ,5.41B,2.74,0.64,0.52%,0.84%,0.42%
3311,300047.SZ,4.47B,1.45,0.63,2.58%,2.55%,4.45%
3312,000504.SZ,2.18B,N/A,0.56,19.33%,-2.09%,22.58%
3313,603538.SS,4.43B,3.41,-0.16,12.57%,4.46%,10.70%
3314,603929.SS,2.99B,2.60,1.51,5.42%,3.16%,8.84%
3315,002845.SZ,4.56B,3.63,N/A,1.78%,3.19%,8.31%
3316,000153.SZ,2.24B,1.70,0.32,2.66%,2.12%,6.44%
3317,300094.SZ,4.35B,1.56,0.21,-1.44%,-0.86%,-3.25%
3318,300536.SZ,2.03B,3.36,0.13,10.75%,2.86%,8.21%
3319,600753.SS,1.79B,8.86,0.67,0.80%,4.37%,12.33%
3320,002072.SZ,841.28M,N/A,N/A,73.22%,0.82%,N/A
3321,300069.SZ,1.73B,4.99,1.32,8.51%,2.84%,5.67%
3322,603019.SS,39.32B,9.39,0.82,6.44%,2.23%,13.26%
3323,603283.SS,6.65B,7.09,1.83,8.89%,3.92%,12.23%
3324,002626.SZ,13.59B,4.49,0.80,16.16%,12.48%,17.05%
3325,002135.SZ,8.65B,2.02,0.55,3.16%,2.42%,6.33%
3326,600736.SS,5.93B,0.68,0.47,3.87%,1.66%,3.74%
3327,000982.SZ,5.58B,N/A,N/A,0.00%,-5.15%,N/A
3328,300017.SZ,18.99B,2.02,0.52,0.19%,0.01%,0.16%
3329,002422.SZ,29.77B,2.22,0.55,3.70%,2.28%,5.11%
3330,603615.SS,2.06B,1.51,0.15,7.92%,1.95%,4.04%
3331,000790.SZ,3.22B,3.70,0.60,7.76%,3.76%,6.42%
3332,002556.SZ,7.11B,2.99,0.06,1.11%,1.64%,7.26%
3333,300662.SZ,6.08B,7.41,0.31,4.13%,7.96%,18.95%
3334,000825.SZ,18.51B,0.58,0.99,2.79%,2.40%,5.88%
3335,002263.SZ,3.74B,1.69,0.50,4.62%,2.23%,3.45%
3336,002222.SZ,4.44B,4.70,0.84,26.22%,6.78%,13.48%
3337,300768.SZ,14.82B,9.24,N/A,31.44%,6.66%,17.40%
3338,300322.SZ,6.74B,10.27,0.68,4.78%,1.33%,11.92%
3339,688388.SS,10.66B,4.22,N/A,22.80%,12.98%,20.31%
3340,000712.SZ,11.38B,3.40,0.87,1.94%,0.34%,1.80%
3341,300596.SZ,6.16B,3.30,0.37,12.78%,6.83%,17.10%
3342,600982.SS,2.90B,0.87,0.41,3.26%,1.26%,4.06%
3343,600168.SS,5.24B,1.01,0.50,19.62%,2.20%,5.76%
3344,688098.SS,6.56B,7.45,N/A,31.83%,6.72%,12.68%
3345,300157.SZ,2.24B,0.62,0.56,-122.36%,-4.55%,-30.28%
3346,002712.SZ,3.42B,1.06,1.05,-2.56%,-0.56%,-1.80%
3347,300535.SZ,1.30B,1.76,-0.26,6.43%,1.86%,3.08%
3348,002876.SZ,4.24B,4.56,1.34,5.03%,3.79%,8.39%
3349,688021.SS,2.43B,6.73,N/A,19.19%,N/A,15.04%
3350,300229.SZ,7.95B,4.10,0.19,17.61%,4.26%,8.46%
3351,600883.SS,1.75B,2.63,N/A,29.99%,-1.42%,1.42%
3352,300741.SZ,19.43B,2.50,0.06,55.39%,7.59%,13.94%
3353,002443.SZ,3.01B,1.30,0.59,5.85%,5.42%,11.50%
3354,000672.SZ,15.96B,3.47,0.87,31.52%,21.97%,46.84%
3355,300601.SZ,73.88B,30.18,-0.05,26.77%,9.19%,19.81%
3356,600053.SS,10.08B,4.89,-0.08,30.47%,11.23%,20.20%
3357,001979.SZ,129.83B,1.70,0.82,13.27%,2.29%,9.76%
3358,300358.SZ,3.54B,1.48,0.80,0.75%,0.33%,0.57%
3359,600776.SS,17.38B,7.02,0.85,4.55%,-0.04%,3.90%
3360,600877.SS,5.79B,22.94,N/A,23.83%,8.70%,147.97%
3361,300706.SZ,4.31B,9.76,N/A,N/A,N/A,N/A
3362,300066.SZ,5.01B,2.96,0.64,20.36%,4.67%,11.08%
3363,603629.SS,2.29B,2.37,N/A,3.12%,1.92%,5.01%
3364,002266.SZ,7.14B,2.14,N/A,16.85%,-0.48%,4.18%
3365,300637.SZ,2.35B,3.04,0.34,13.36%,3.80%,8.22%
3366,603639.SS,4.51B,2.05,0.22,12.46%,5.32%,15.19%
3367,603335.SS,1.74B,3.08,0.37,4.14%,1.58%,5.77%
3368,002852.SZ,4.28B,2.11,-0.30,3.45%,1.08%,6.29%
3369,603067.SS,2.23B,1.68,0.08,10.91%,6.24%,10.70%
3370,002106.SZ,6.15B,1.54,0.83,6.83%,3.37%,8.58%
3371,002918.SZ,8.49B,3.07,0.45,11.37%,5.66%,14.98%
3372,300553.SZ,1.67B,5.01,-1.16,11.22%,1.69%,4.07%
3373,000691.SZ,1.17B,14.88,0.85,-75.73%,-2.39%,-4.42%
3374,300385.SZ,2.38B,1.96,0.75,3.62%,1.22%,4.03%
3375,600265.SS,2.80B,95.50,-0.07,-2.24%,-1.46%,-15.53%
3376,300324.SZ,12.06B,2.30,0.26,4.22%,1.11%,2.43%
3377,002191.SZ,13.52B,2.01,0.70,21.42%,7.13%,12.55%
3378,000952.SZ,2.76B,2.82,0.22,6.33%,1.26%,3.46%
3379,002605.SZ,11.96B,8.31,0.38,50.62%,12.01%,50.05%
3380,000090.SZ,8.71B,1.00,1.30,12.22%,5.42%,22.15%
3381,603279.SS,8.46B,3.32,N/A,12.74%,6.83%,15.80%
3382,000960.SZ,13.75B,1.11,1.09,1.63%,3.29%,6.63%
3383,600843.SS,2.62B,1.47,N/A,1.78%,0.70%,2.56%
3384,002036.SZ,9.63B,4.28,0.96,4.17%,2.89%,9.57%
3385,600461.SS,6.43B,1.71,0.34,9.59%,4.45%,12.87%
3386,002700.SZ,2.39B,2.25,N/A,14.64%,3.06%,6.29%
3387,002766.SZ,1.61B,1.38,N/A,6.29%,0.58%,5.93%
3388,000755.SZ,1.75B,1.48,0.42,2.50%,2.55%,1.71%
3389,300327.SZ,7.56B,7.82,0.51,23.08%,8.36%,19.74%
3390,002669.SZ,3.27B,1.57,0.89,12.65%,3.52%,6.40%
3391,600165.SS,2.84B,3.11,-0.28,-16.04%,-1.38%,-4.73%
3392,688006.SS,14.32B,6.46,N/A,27.99%,N/A,N/A
3393,300576.SZ,4.22B,9.35,0.56,8.13%,4.27%,7.90%
3394,603533.SS,7.75B,6.53,2.16,9.63%,3.58%,14.01%
3395,688396.SS,39.37B,7.44,N/A,6.85%,3.46%,11.33%
3396,300442.SZ,1.64B,2.19,N/A,-0.45%,-0.05%,-0.77%
3397,600021.SS,18.37B,0.96,0.75,3.55%,2.59%,6.74%
3398,600391.SS,5.34B,3.76,0.40,0.38%,0.67%,1.58%
3399,300146.SZ,26.52B,4.43,0.82,-6.15%,8.43%,-5.50%
3400,300482.SZ,26.56B,11.95,-1.20,19.01%,10.38%,18.59%
3401,002381.SZ,3.08B,1.80,0.79,17.54%,7.92%,13.85%
3402,688001.SS,14.79B,7.78,N/A,16.19%,N/A,N/A
3403,002317.SZ,9.65B,2.36,0.71,10.60%,4.22%,5.86%
3404,002288.SZ,4.27B,2.70,N/A,-1.10%,1.43%,-0.92%
3405,300063.SZ,2.96B,2.76,-0.04,0.86%,1.79%,7.34%
3406,600727.SS,2.76B,1.97,N/A,11.38%,8.26%,14.78%
3407,300378.SZ,3.91B,2.90,0.53,4.39%,2.52%,4.74%
3408,600623.SS,10.80B,0.62,0.79,0.34%,-0.12%,0.23%
3409,300256.SZ,5.88B,3.47,0.64,4.61%,1.56%,9.40%
3410,300077.SZ,3.49B,3.46,0.65,27.70%,-5.96%,3.99%
3411,603801.SS,4.55B,2.48,1.24,8.81%,5.51%,13.49%
3412,002813.SZ,2.61B,4.44,-0.85,-3.52%,-3.16%,-4.03%
3413,601512.SS,15.95B,1.82,N/A,N/A,N/A,N/A
3414,300355.SZ,4.70B,1.25,1.33,0.58%,-0.11%,0.08%
3415,601858.SS,7.38B,2.01,0.59,18.15%,3.32%,11.43%
3416,002029.SZ,3.91B,0.67,0.63,6.39%,0.86%,3.72%
3417,002793.SZ,4.91B,4.94,N/A,8.35%,6.35%,18.27%
3418,603308.SS,6.62B,2.23,1.03,7.36%,1.15%,2.95%
3419,000753.SZ,2.66B,1.17,N/A,3.64%,N/A,N/A
3420,300474.SZ,15.39B,6.66,0.05,32.27%,3.73%,7.83%
3421,601139.SS,21.17B,1.91,0.57,7.54%,4.03%,9.97%
3422,600463.SS,1.80B,1.31,N/A,-2.19%,0.29%,-1.94%
3423,600919.SS,69.38B,0.53,0.39,52.90%,0.74%,11.44%
3424,603519.SS,2.67B,3.73,0.41,9.89%,7.63%,15.93%
3425,600273.SS,12.64B,1.83,0.96,22.04%,9.63%,16.38%
3426,600512.SS,5.24B,1.11,0.67,3.50%,0.17%,4.70%
3427,601258.SS,12.37B,2.80,0.81,-37.77%,-10.15%,-89.42%
3428,002483.SZ,4.51B,1.77,0.41,5.14%,0.72%,3.11%
3429,603315.SS,3.24B,2.52,N/A,14.73%,4.68%,10.25%
3430,002725.SZ,2.47B,2.55,N/A,1.99%,0.57%,1.30%
3431,300512.SZ,2.93B,2.11,0.53,11.27%,2.49%,6.46%
3432,600570.SS,70.60B,18.53,1.76,25.65%,7.76%,22.60%
3433,600662.SS,4.00B,1.19,0.66,-4.32%,-1.04%,-4.25%
3434,300617.SZ,3.71B,4.50,0.10,21.49%,3.75%,8.64%
3435,002156.SZ,21.72B,3.55,0.56,0.69%,0.32%,1.24%
3436,603139.SS,1.68B,1.74,0.11,9.24%,2.40%,4.24%
3437,000975.SZ,28.72B,3.17,N/A,16.25%,7.11%,10.68%
3438,002800.SZ,1.78B,3.80,1.50,1.31%,3.22%,3.74%
3439,000987.SZ,24.91B,1.46,0.84,46.39%,3.64%,20.98%
3440,300801.SZ,5.00B,2.88,N/A,13.66%,N/A,N/A
3441,002014.SZ,4.66B,2.51,0.28,10.44%,6.54%,15.78%
3442,002593.SZ,2.45B,1.29,0.34,3.36%,1.93%,4.50%
3443,000862.SZ,2.59B,0.99,0.92,2.17%,2.31%,0.99%
3444,300174.SZ,3.89B,5.68,0.90,5.66%,3.02%,10.88%
3445,300521.SZ,1.45B,2.80,-0.23,0.93%,-0.34%,0.27%
3446,002779.SZ,2.09B,3.23,0.12,0.51%,-1.04%,0.30%
3447,002907.SZ,7.54B,7.28,0.70,20.27%,7.38%,16.97%
3448,000900.SZ,5.77B,0.58,0.88,7.69%,2.95%,9.62%
3449,600409.SS,10.36B,0.93,1.01,1.43%,1.90%,2.43%
3450,600331.SS,4.49B,1.97,1.02,0.38%,-0.52%,0.37%
3451,300664.SZ,6.35B,1.97,0.21,15.48%,5.11%,9.40%
3452,002385.SZ,36.29B,3.59,0.36,6.13%,3.61%,10.95%
3453,300131.SZ,5.97B,3.26,0.78,-0.49%,3.14%,-2.25%
3454,603583.SS,7.07B,4.05,N/A,18.98%,8.01%,15.69%
3455,000665.SZ,5.21B,0.78,N/A,-0.92%,0.11%,-0.02%
3456,600999.SS,105.54B,1.35,1.19,36.67%,1.91%,8.20%
3457,600667.SS,20.83B,3.12,0.69,3.76%,3.04%,9.76%
3458,002309.SZ,5.38B,0.62,0.78,-0.38%,0.40%,-0.47%
3459,002703.SZ,2.67B,2.40,1.41,-17.51%,-6.58%,-13.51%
3460,002225.SZ,4.09B,1.45,0.61,6.57%,3.42%,10.22%
3461,300627.SZ,5.55B,6.02,0.90,12.60%,5.18%,14.39%
3462,000059.SZ,9.00B,0.66,0.97,-0.74%,0.79%,-1.80%
3463,600330.SS,7.67B,1.91,1.12,6.48%,0.74%,4.31%
3464,300035.SZ,4.08B,2.98,1.39,14.40%,4.32%,7.99%
3465,002226.SZ,5.82B,0.98,0.63,9.81%,4.34%,7.32%
3466,600297.SS,33.20B,0.88,0.20,0.88%,3.11%,4.28%
3467,600210.SS,6.36B,1.37,N/A,5.36%,3.84%,10.53%
3468,688012.SS,73.70B,19.97,N/A,10.57%,N/A,N/A
3469,002975.SZ,8.21B,15.89,N/A,16.24%,14.93%,34.96%
3470,002305.SZ,3.66B,0.82,0.65,-11.77%,-1.22%,-7.99%
3471,300820.SZ,10.36B,20.38,N/A,23.99%,7.51%,14.71%
3472,002644.SZ,4.50B,2.98,0.23,12.31%,-0.56%,5.04%
3473,600312.SS,11.05B,1.23,0.18,2.06%,0.85%,2.47%
3474,603900.SS,2.57B,1.10,0.67,6.42%,1.40%,2.87%
3475,601991.SS,31.24B,0.59,1.01,1.41%,2.57%,4.04%
3476,000905.SZ,3.78B,1.11,1.22,0.60%,1.79%,4.30%
3477,002965.SZ,4.78B,2.95,N/A,9.74%,5.27%,12.64%
3478,002379.SZ,3.15B,1.99,0.54,9.06%,8.26%,18.45%
3479,002843.SZ,1.81B,3.12,0.46,14.69%,4.49%,9.44%
3480,300091.SZ,4.01B,1.55,1.31,4.44%,1.30%,2.92%
3481,002531.SZ,8.93B,1.58,N/A,13.23%,4.63%,14.17%
3482,002030.SZ,13.83B,5.89,0.27,17.45%,1.37%,4.44%
3483,300293.SZ,2.61B,3.36,0.45,-0.91%,0.35%,-1.17%
3484,601811.SS,13.50B,1.47,0.62,12.51%,3.24%,11.75%
3485,000536.SZ,5.31B,0.89,0.61,-178.76%,-7.72%,-44.85%
3486,603617.SS,2.11B,3.57,N/A,11.43%,4.16%,11.58%
3487,000679.SZ,1.12B,1.40,0.27,-55.09%,-4.84%,-46.35%
3488,603068.SS,11.05B,9.40,N/A,21.25%,15.61%,29.12%
3489,603008.SS,4.72B,1.83,0.89,6.36%,3.53%,12.56%
3490,002467.SZ,8.58B,4.29,0.82,17.34%,4.90%,8.16%
3491,000683.SZ,7.73B,0.77,0.85,5.10%,2.38%,4.22%
3492,300084.SZ,1.54B,0.84,0.90,3.86%,0.76%,1.34%
3493,002449.SZ,6.78B,1.89,0.93,9.30%,3.37%,9.05%
3494,600505.SS,3.24B,2.75,N/A,2.23%,1.19%,2.13%
3495,600571.SS,3.95B,4.17,0.86,2.27%,-6.22%,1.16%
3496,000555.SZ,14.55B,2.79,0.68,3.67%,2.71%,7.22%
3497,002487.SZ,2.51B,1.29,1.40,11.48%,4.21%,11.05%
3498,300187.SZ,3.52B,2.26,0.78,9.82%,0.16%,3.70%
3499,000823.SZ,6.06B,1.75,1.09,6.36%,3.94%,9.41%
3500,002194.SZ,13.99B,8.12,0.95,16.29%,6.74%,14.76%
3501,600260.SS,13.29B,2.08,N/A,5.47%,4.33%,13.86%
3502,300616.SZ,13.29B,4.00,0.56,5.94%,4.44%,12.38%
3503,600088.SS,5.24B,4.29,0.54,2.65%,0.44%,1.70%
3504,603115.SS,3.56B,2.85,N/A,10.41%,N/A,10.77%
3505,002763.SZ,3.04B,1.62,0.78,3.61%,3.13%,5.30%
3506,000519.SZ,9.72B,1.20,0.41,3.92%,1.03%,2.51%
3507,000062.SZ,12.48B,2.41,0.98,4.28%,5.06%,12.73%
3508,601336.SS,105.90B,1.47,1.06,8.23%,1.17%,19.68%
3509,603359.SS,6.44B,2.29,-0.33,17.94%,4.85%,12.89%
3510,002829.SZ,3.81B,4.44,0.07,4.94%,1.01%,2.77%
3511,600418.SS,9.41B,0.73,0.79,-0.75%,-1.70%,-2.21%
3512,600988.SS,13.96B,5.17,N/A,2.41%,5.47%,4.99%
3513,600398.SS,27.98B,2.12,0.72,11.64%,6.02%,15.95%
3514,000409.SZ,2.13B,4.02,0.74,-19.52%,-2.64%,-50.01%
3515,002460.SZ,48.55B,6.41,1.14,2.22%,3.02%,1.27%
3516,601860.SS,15.45B,1.12,N/A,45.98%,0.72%,10.88%
3517,603988.SS,2.03B,3.20,0.50,18.66%,5.30%,16.61%
3518,688169.SS,23.03B,17.86,N/A,10.08%,24.76%,63.50%
3519,600557.SS,7.97B,2.09,0.58,11.12%,6.40%,12.15%
3520,600596.SS,6.10B,1.07,1.04,2.50%,2.36%,5.09%
3521,002375.SZ,9.29B,1.17,0.75,3.86%,1.67%,5.05%
3522,002174.SZ,16.69B,3.05,1.08,19.02%,5.20%,14.88%
3523,000795.SZ,5.77B,2.51,-0.27,5.67%,2.55%,6.18%
3524,603505.SS,5.00B,5.19,0.57,26.95%,11.42%,23.81%
3525,601595.SS,4.44B,1.89,0.28,2.32%,-1.47%,0.02%
3526,600226.SS,9.35B,2.14,0.54,15.64%,0.28%,3.18%
3527,688100.SS,11.20B,7.50,N/A,19.66%,N/A,N/A
3528,002860.SZ,2.70B,3.29,0.03,18.41%,9.75%,19.67%
3529,002405.SZ,27.56B,3.74,0.82,10.29%,-1.11%,2.36%
3530,600759.SS,5.21B,0.97,N/A,0.55%,2.96%,0.58%
3531,002196.SZ,2.26B,1.07,0.42,-1.05%,-0.66%,-0.52%
3532,600881.SS,10.01B,0.69,N/A,0.31%,N/A,-1.03%
3533,300539.SZ,1.52B,3.12,0.33,0.61%,1.39%,0.61%
3534,300067.SZ,3.55B,2.14,1.04,14.72%,6.17%,9.54%
3535,002138.SZ,16.27B,3.68,0.92,14.98%,4.93%,9.31%
3536,000762.SZ,3.53B,1.81,N/A,9.46%,-2.40%,1.73%
3537,300205.SZ,4.75B,3.35,1.11,4.35%,3.69%,5.68%
3538,600549.SS,15.93B,2.20,0.66,2.10%,2.01%,7.28%
3539,600272.SS,1.39B,3.28,0.64,2.11%,-0.17%,3.20%
3540,300214.SZ,3.17B,1.87,0.74,8.63%,8.66%,12.06%
3541,002238.SZ,4.76B,1.81,0.53,10.05%,1.60%,5.92%
3542,002250.SZ,12.94B,2.16,0.59,-1.20%,2.60%,0.16%
3543,300786.SZ,2.42B,3.24,N/A,19.27%,5.36%,11.10%
3544,000972.SZ,2.48B,5.38,N/A,0.72%,-5.16%,0.24%
3545,600026.SS,30.96B,1.27,0.04,4.49%,1.57%,2.70%
3546,600299.SS,31.35B,2.27,0.29,8.81%,4.58%,7.29%
3547,000411.SZ,2.83B,1.90,1.07,0.63%,3.22%,12.99%
3548,600232.SS,2.24B,2.02,0.50,1.39%,0.83%,2.14%
3549,600320.SS,14.73B,1.13,0.60,1.33%,1.65%,1.83%
3550,600551.SS,3.75B,0.82,0.64,3.06%,1.10%,3.61%
3551,300342.SZ,6.78B,4.76,-0.07,13.44%,5.14%,8.53%
3552,002331.SZ,3.77B,1.80,0.88,10.43%,3.57%,7.25%
3553,300713.SZ,1.84B,2.55,-0.39,-9.23%,-2.78%,-3.88%
3554,002817.SZ,1.96B,2.73,-0.39,11.96%,N/A,5.50%
3555,300283.SZ,1.74B,2.92,0.41,0.84%,1.87%,2.26%
3556,300376.SZ,12.48B,2.40,0.38,10.01%,3.18%,7.10%
3557,300249.SZ,3.07B,3.81,0.53,-3.43%,-0.61%,-4.29%
3558,300179.SZ,2.82B,3.09,0.89,28.83%,10.10%,15.57%
3559,002715.SZ,1.65B,3.34,0.81,3.01%,0.70%,2.01%
3560,002552.SZ,4.67B,7.04,1.02,13.01%,-0.19%,6.62%
3561,300589.SZ,2.17B,6.25,-0.01,5.99%,2.01%,9.28%
3562,603037.SS,1.63B,1.95,0.70,11.45%,2.58%,5.80%
3563,300289.SZ,2.41B,1.83,0.54,-3.33%,0.68%,0.34%
3564,002563.SZ,19.19B,1.66,0.84,6.79%,6.33%,10.32%
3565,002782.SZ,4.01B,4.94,0.02,6.61%,2.32%,8.47%
3566,600809.SS,78.59B,10.84,1.27,19.12%,13.81%,28.76%
3567,000638.SZ,1.32B,9.44,N/A,3.38%,0.96%,4.65%
3568,600035.SS,5.42B,0.84,N/A,24.30%,5.28%,11.09%
3569,300123.SZ,10.59B,2.18,0.65,11.47%,1.95%,5.42%
3570,002133.SZ,2.35B,0.70,0.78,6.05%,3.18%,11.88%
3571,600433.SS,3.86B,1.45,0.77,7.26%,4.00%,6.56%
3572,600231.SS,6.21B,0.80,N/A,1.80%,2.88%,4.76%
3573,002408.SZ,10.56B,1.39,0.38,2.28%,3.44%,7.70%
3574,300120.SZ,3.03B,1.23,1.04,5.41%,2.68%,5.54%
3575,688196.SS,4.43B,2.14,N/A,13.14%,12.19%,22.49%
3576,600007.SS,13.30B,1.81,0.59,27.55%,7.54%,13.43%
3577,688028.SS,3.70B,4.36,N/A,23.58%,N/A,N/A
3578,600847.SS,1.57B,2.30,N/A,1.40%,0.49%,1.08%
3579,000789.SZ,9.39B,1.85,0.98,12.51%,15.73%,29.08%
3580,601969.SS,9.05B,2.33,N/A,2.43%,3.53%,2.88%
3581,000042.SZ,6.09B,0.80,0.90,13.19%,1.10%,5.84%
3582,002393.SZ,4.42B,0.95,0.54,11.76%,1.89%,3.93%
3583,000061.SZ,12.29B,2.43,N/A,10.87%,1.81%,6.05%
3584,002161.SZ,6.56B,4.44,0.74,94.20%,-0.42%,33.61%
3585,603808.SS,3.67B,1.57,N/A,13.65%,9.33%,17.63%
3586,000606.SZ,3.09B,1.06,0.28,-39.61%,-15.24%,-47.14%
3587,600345.SS,4.10B,2.12,N/A,40.04%,-0.77%,3.38%
3588,688086.SS,9.55B,11.86,N/A,26.21%,N/A,11.78%
3589,300464.SZ,4.82B,2.77,0.35,4.14%,3.21%,9.46%
3590,603041.SS,1.70B,2.14,N/A,21.28%,5.01%,9.41%
3591,603727.SS,3.40B,1.46,0.24,2.89%,0.77%,1.75%
3592,600986.SS,4.72B,0.76,0.55,-14.48%,0.43%,-50.51%
3593,002456.SZ,36.87B,4.22,1.19,1.78%,2.88%,9.39%
3594,002491.SZ,7.24B,1.41,0.19,-62.76%,-5.48%,-53.53%
3595,600644.SS,2.59B,1.75,0.70,3.46%,2.04%,5.07%
3596,603338.SS,19.90B,6.73,0.92,29.59%,9.78%,23.72%
3597,603667.SS,2.34B,1.36,-0.05,5.07%,2.09%,4.81%
3598,002171.SZ,9.96B,1.78,0.48,1.64%,2.28%,6.27%
3599,603316.SS,2.20B,2.57,N/A,3.59%,1.93%,3.82%
3600,603725.SS,1.29B,1.60,0.39,0.32%,-0.40%,0.19%
3601,300101.SZ,5.16B,5.57,0.60,1.33%,0.07%,0.46%
3602,600385.SS,1.07B,19.36,0.55,-1.33%,3.05%,-2.65%
3603,300367.SZ,3.98B,1.07,0.66,0.00%,-28.76%,-121.80%
3604,603610.SS,5.25B,4.66,N/A,13.85%,N/A,N/A
3605,600936.SS,6.13B,1.66,N/A,4.93%,N/A,2.97%
3606,603079.SS,4.73B,5.37,0.40,16.04%,4.00%,8.16%
3607,600100.SS,23.62B,1.42,N/A,-3.34%,-0.73%,-2.58%
3608,300082.SZ,4.25B,1.37,0.80,5.39%,5.11%,9.26%
3609,002839.SZ,9.94B,0.96,0.70,44.64%,0.77%,9.03%
3610,600289.SS,3.09B,N/A,N/A,205.06%,N/A,N/A
